input_voltage,output_voltage,load_percent,battery_temp,battery_age_months,charge_cycles,ambient_temp,failure_within_30_days
232.48357076505616,232.7785326425949,33.398606580725584,41.48970164188047,13.925059737009608,155.96826493917172,32.96636014904191,1
229.3086784941441,235.7282499214104,28.36542722675202,22.162530079960202,3.166560387548447,952.3977336950069,21.482108451497343,0
233.23844269050346,225.80429727854258,70.91441996349093,22.13770183295776,7.373519493710791,1472.707863305327,27.509378569330007,0
237.61514928204014,231.6889077100717,76.5180581189521,20.363254257046624,20.992778310986346,325.65609218640503,36.07629090386894,0
228.82923312638331,228.04807229263452,22.526891586051363,48.695041948984404,48.352555095208956,1199.2629186181557,28.669444655112688,1
228.8293152152541,228.53862384870592,94.89697969949519,42.12525078377021,34.75086995878875,1366.453250980448,39.94364707805901,1
237.89606407753695,228.2228182272834,24.157702692117795,30.597542255061924,31.24739583142857,1418.3673095893203,31.181185698932044,0
233.83717364576455,227.40802769096055,63.30370682408564,28.896067438629657,18.315840569279178,1442.1966263878985,26.42324305271907,0
227.65262807032525,230.14556488383448,76.72484155607332,30.491096892375488,55.973469446536164,806.1164761461343,24.402226518095063,1
232.7128002179298,227.50714965076688,89.67752989968685,43.239605935435456,24.42388743299431,1467.0964665876804,27.010410685723237,1
227.68291153593768,230.81137047733952,77.12695457059422,39.84111833211243,6.138473240950518,1148.0998003449363,27.450665475191016,0
227.6713512321487,229.84928567165258,84.13824664558335,25.55586703602404,37.40692445095028,284.42358254359476,21.37427355447922,1
231.20981135783018,229.28315585940078,47.15601540342448,25.22328006002253,7.716465215119483,741.5051543785564,27.391483988535462,0
220.43359877671102,227.2773090138752,85.18600909972098,22.95186949140192,21.368165425299832,1091.5802042894059,29.2847703947845,1
221.37541083743483,228.269686008295,26.409187710774013,39.80908159104014,30.937304384350725,408.64345793767086,34.45475504477609,0
227.18856235379513,232.26617367747727,91.58533248484221,42.93117986665208,52.57912895642537,978.8920161458867,33.13458969443216,1
224.93584439832787,231.50275156287313,63.8073900922989,27.95139284975012,30.119248240067,1016.5706946175978,34.17531310458308,0
231.57123666297636,227.06733426560436,85.3838215969995,20.628348830927383,42.43326719586819,285.91462852242057,20.167273637537143,1
225.45987962239394,230.29799691628767,56.18546276146401,22.46515002429282,59.57619350094515,869.3737030564967,24.353347991610722,1
222.93848149332354,232.25416137011536,71.48621561572199,49.035801045350915,8.757858073980916,1168.859020918981,33.23368576799713,1
237.32824384460778,224.99178415663587,62.11221287488905,28.863343324322607,17.20916000565165,773.3987135771158,29.679787363594944,0
228.87111849756732,231.6300805771398,78.52716174042655,43.076694435144006,24.279988460261137,67.54951932535576,20.106269513366918,1
230.33764102343963,228.01212872316245,26.530398562447168,38.73990706562792,25.88786253379105,63.10578016497366,36.089892848636445,0
222.8762590689327,231.7117960057795,24.828166719245104,31.458189189586875,25.2502434406672,567.6925487565177,35.45619146580675,0
